	mock_6h_1	mock_6h_2	mock_6h_3	D36E_6h_1	D36E_6h_2	D36E_6h_3
AT5G59910	1029	1720	2199	2273	2416	1960
AT5G59920	151	300	318	228	165	152
AT5G59930	0	0	0	0	0	0
AT5G59940	0	5	1	3	4	2
AT5G59945	0	0	0	0	0	0
AT5G59950	884	1100	1232	1694	1561	1368
AT5G59960	281	410	412	282	210	221
AT5G59970	71	108	145	65	61	47
AT5G59980	64	158	204	136	131	108
AT5G59990	6	7	1	13	10	14
AT5G60000	0	0	0	0	0	0
AT5G60010	0	0	0	0	0	0
AT5G60020	53	104	84	71	60	55
AT5G60022	5	17	7	3	1	2
AT5G60030	138	385	410	398	338	249
AT5G60040	118	379	341	479	272	251
AT5G60050	75	147	139	57	71	39
AT5G60060	0	0	0	0	0	0
AT5G60070	0	0	0	0	0	0
AT5G60080	0	0	0	0	0	0
AT5G60090	0	0	0	0	0	0
AT5G60100	1000	2430	2458	660	517	501
AT5G60110	0	0	0	0	0	0
AT5G60120	193	319	329	260	196	158
AT5G60130	4	9	10	5	0	1
AT5G60140	0	0	0	1	2	0
AT5G60142	19	9	9	9	1	7
AT5G60150	0	4	1	0	0	1
AT5G60160	432	848	732	1092	987	835
AT5G60170	658	1597	1404	1670	1296	1078
AT5G60180	0	5	0	0	0	1
AT5G60190	42	67	77	99	94	62
AT5G60200	31	83	77	43	24	28
AT5G60210	197	318	425	46	34	48
AT5G60215	0	0	0	0	0	0
AT5G60220	0	1	5	1	0	0
AT5G60230	35	47	28	24	15	13
AT5G60240	0	0	0	0	0	0
AT5G60250	1	8	6	7	9	3
AT5G60260	4	7	4	44	34	35
AT5G60265	0	0	0	1	0	0
AT5G60270	179	231	265	1760	1406	1355
AT5G60280	33	76	58	926	822	621
AT5G60285	0	0	0	8	1	1
AT5G60290	22	31	24	19	19	23
AT5G60300	103	227	206	129	124	92
AT5G60310	0	4	1	1	2	6
AT5G60320	0	0	0	0	2	0
AT5G60335	6	24	31	6	0	2
AT5G60340	249	607	558	548	466	401
AT5G60350	0	1	0	4	6	1
AT5G60360	6998	13504	14454	6536	7326	5657
AT5G60370	68	130	137	149	125	87
AT5G60380	0	0	0	0	0	0
AT5G60390	14661	34721	38553	40519	41327	32149
AT5G60400	233	430	399	118	116	82
AT5G60408	4	0	0	0	0	0
AT5G60410	1318	2044	2056	4565	3388	3448
AT5G60430	23	79	43	83	88	73
AT5G60440	7	16	4	30	18	23
AT5G60450	376	771	712	215	141	166
AT5G60460	152	255	345	240	295	212
AT5G60470	9	16	16	1	1	6
AT5G60480	0	0	0	0	0	0
AT5G60490	11	25	31	22	16	12
AT5G60500	0	0	0	0	0	0
AT5G60510	0	0	0	0	0	0
AT5G60520	0	0	0	0	0	0
AT5G60530	0	0	1	1	3	1
AT5G60540	665	1109	1135	375	337	291
AT5G60550	392	751	720	930	696	675
AT5G60553	0	0	0	0	0	0
AT5G60560	0	0	0	0	0	0
AT5G60570	491	866	1059	1870	1522	1374
AT5G60580	74	159	157	107	64	64
AT5G60590	87	245	210	384	302	280
AT5G60600	7422	13636	13246	3597	3962	3421
AT5G60610	5	6	4	3	7	4
AT5G60615	0	0	0	0	0	0
AT5G60620	349	706	639	859	826	702
AT5G60630	7	5	6	94	77	78
AT5G60640	1378	2195	2409	3690	3348	2727
AT5G60650	4	9	17	4	2	0
AT5G60660	8	22	21	6	13	9
AT5G60670	246	828	933	306	310	243
AT5G60680	448	393	401	454	474	405
AT5G60690	163	363	304	256	161	167
AT5G60700	134	289	272	417	329	322
AT5G60710	1001	1318	1639	3191	2750	2459
AT5G60720	4	7	18	12	16	14
AT5G60730	16	22	21	87	70	54
AT5G60740	0	0	0	1	3	0
AT5G60750	251	528	500	671	582	485
AT5G60760	6	28	26	39	25	20
AT5G60770	0	0	0	0	0	0
AT5G60780	0	0	0	1	2	2
AT5G60790	1206	3072	3197	6757	5955	5120
AT5G60800	241	418	429	2085	2196	1259
AT5G60805	0	0	0	0	0	0
AT5G60810	0	0	0	0	0	0
AT5G60820	110	179	172	363	266	193
AT5G60830	0	0	0	0	0	0
AT5G60840	259	285	292	567	606	387
AT5G60850	524	698	780	324	425	340
AT5G60860	204	192	225	421	346	282
AT5G60870	33	80	70	28	21	23
AT5G60880	0	0	0	0	0	0
AT5G60890	195	418	403	46	42	60
AT5G60900	1038	2692	2608	2668	2687	2404
AT5G60910	8	12	12	9	3	2
AT5G60920	1953	3163	3969	2471	2147	1918
AT5G60930	33	67	42	762	705	497
AT5G60940	217	394	327	118	109	121
AT5G60945	0	0	0	0	0	0
AT5G60950	162	284	360	611	636	505
AT5G60960	268	758	642	664	466	416
AT5G60963	0	0	0	0	0	0
AT5G60964	0	0	0	0	0	0
AT5G60966	0	0	0	0	0	0
AT5G60970	52	88	97	96	73	45
AT5G60980	605	1240	1445	1036	1048	739
AT5G60990	166	472	442	551	448	319
AT5G61000	18	83	67	64	42	51
AT5G61010	871	1480	1290	5361	5370	3985
AT5G61020	645	1983	2185	2530	2177	1844
AT5G61030	226	617	710	528	425	271
AT5G61040	172	335	314	61	62	46
AT5G61050	0	0	0	1	0	0
AT5G61060	286	673	604	885	739	666
AT5G61070	6	16	19	22	18	16
AT5G61090	1	6	1	1	0	0
AT5G61100	3	1	0	1	1	0
AT5G61110	0	0	0	0	0	0
AT5G61120	0	0	0	0	0	0
AT5G61130	184	428	417	57	54	52
AT5G61140	683	1427	1181	1263	1056	1017
AT5G61150	488	1075	1044	1317	1062	915
AT5G61160	7	2	0	59	57	124
AT5G61170	783	2236	2624	2457	2327	1773
AT5G61180	0	0	0	1	0	2
AT5G61190	486	1468	1406	665	808	563
AT5G61200	54	95	87	45	43	36
AT5G61210	1083	1909	1898	12971	11016	9250
AT5G61220	117	258	219	185	158	101
AT5G61230	644	872	767	1107	889	839
AT5G61240	358	620	651	662	492	573
AT5G61250	73	192	124	145	104	113
AT5G61260	12	12	8	80	65	38
AT5G61270	397	601	507	510	427	405
AT5G61280	11	9	2	4	1	8
AT5G61290	54	113	121	7	16	3
AT5G61300	72	145	127	29	18	22
AT5G61310	41	119	97	63	70	34
AT5G61320	0	0	0	0	0	0
AT5G61330	333	548	655	330	321	229
AT5G61340	174	369	322	57	54	33
AT5G61345	0	0	0	0	0	0
AT5G61350	46	163	161	1	4	1
AT5G61360	32	74	79	72	42	39
AT5G61370	62	202	139	66	43	46
AT5G61380	1985	4235	4572	2942	2275	2101
AT5G61390	79	103	88	776	726	587
AT5G61400	25	30	50	13	12	7
AT5G61410	7574	15301	15034	4020	4679	3700
AT5G61412	1	2	0	0	0	0
AT5G61420	775	1722	1434	319	222	212
AT5G61430	19	26	24	29	7	4
AT5G61440	35	95	79	40	24	25
AT5G61445	0	0	0	0	0	0
AT5G61450	167	356	320	915	726	650
AT5G61455	0	0	0	0	0	0
AT5G61460	72	121	103	106	74	71
AT5G61470	0	0	0	0	0	0
AT5G61480	150	273	283	88	87	50
AT5G61490	10	5	2	22	21	16
AT5G61495	0	0	0	2	1	0
AT5G61500	425	690	615	1184	988	791
AT5G61510	415	676	616	951	877	638
AT5G61520	886	1291	1320	1303	1253	1166
AT5G61530	627	1112	1046	3798	3361	2766
AT5G61540	112	257	218	157	151	110
AT5G61550	6	1	1	33	15	21
AT5G61560	200	195	205	11006	8573	8415
AT5G61570	116	230	292	84	81	53
AT5G61580	288	641	605	615	621	507
AT5G61590	968	717	706	335	387	323
AT5G61600	140	128	139	339	224	245
AT5G61605	0	0	0	0	0	0
AT5G61610	13	6	4	0	0	0
AT5G61620	2	0	1	0	0	0
AT5G61630	0	0	0	0	0	0
AT5G61640	117	159	170	210	192	197
AT5G61650	0	7	3	2	1	0
AT5G61660	612	1085	828	423	337	261
AT5G61670	844	1457	1132	747	769	581
AT5G61680	0	0	0	0	0	0
AT5G61690	0	0	0	0	0	0
AT5G61700	0	0	0	2	0	0
AT5G61710	0	0	0	0	0	0
AT5G61720	0	0	0	0	0	0
AT5G61730	0	3	0	3	2	4
AT5G61740	10	10	30	18	9	32
AT5G61750	0	0	0	0	0	0
AT5G61760	133	273	207	375	344	244
AT5G61770	136	390	337	671	502	449
AT5G61780	1515	2719	3223	7448	6570	5935
AT5G61790	4193	16874	18965	21654	20284	14687
AT5G61800	18	28	20	11	4	4
AT5G61810	403	524	711	295	281	214
AT5G61820	872	1200	1583	1802	1259	1248
AT5G61830	115	190	181	50	57	44
AT5G61835	0	0	0	0	0	0
AT5G61840	317	524	536	1103	917	835
AT5G61850	0	0	0	0	0	0
AT5G61865	5	4	12	29	15	30
AT5G61880	34	62	78	229	178	140
AT5G61890	328	235	306	1502	1397	1485
AT5G61900	2	0	0	0	0	4
AT5G61910	266	385	396	495	363	401
AT5G61920	47	113	83	66	68	50
AT5G61930	71	96	100	72	49	40
AT5G61940	67	128	149	37	42	20
AT5G61950	92	169	159	76	50	53
AT5G61960	765	1727	1631	2292	1877	1682
AT5G61970	569	1206	1015	2346	1975	1642
AT5G61980	16	17	41	20	19	16
AT5G61990	77	159	151	132	106	84
AT5G61997	0	0	0	0	0	0
AT5G62000	3379	5771	6628	4061	3520	3167
AT5G62020	60	46	55	363	311	248
AT5G62030	200	290	348	382	358	258
AT5G62040	14	4	5	10	5	4
AT5G62050	297	705	742	1152	1010	796
AT5G62060	0	0	0	0	0	0
AT5G62065	0	0	0	0	0	0
AT5G62070	484	979	1236	1173	1070	860
AT5G62080	0	0	0	0	0	0
AT5G62090	443	711	882	351	332	304
AT5G62100	43	98	156	18	21	1
AT5G62110	0	0	0	0	0	0
AT5G62120	0	0	0	0	0	0
AT5G62130	163	410	400	296	259	218
AT5G62140	412	1050	1050	19	39	53
AT5G62150	2	5	1	125	101	70
AT5G62160	0	0	0	0	0	0
AT5G62162	0	0	0	0	0	1
AT5G62165	1	0	0	0	0	0
AT5G62170	8	14	13	7	6	4
AT5G62180	42	73	75	549	457	308
AT5G62190	1520	3438	3275	5126	3774	3264
AT5G62200	182	393	395	277	235	181
AT5G62210	0	2	0	0	0	0
AT5G62220	292	477	822	157	165	149
AT5G62230	1	2	3	0	0	0
AT5G62240	0	0	0	0	0	0
AT5G62250	1	7	1	6	4	2
AT5G62260	4	8	5	30	14	5
AT5G62270	233	551	494	774	635	473
AT5G62280	82	30	33	17	35	29
AT5G62290	83	179	176	253	176	169
AT5G62300	773	2029	1809	2238	1914	1470
AT5G62310	0	3	1	2	0	1
AT5G62320	0	3	0	0	0	0
AT5G62330	0	0	0	0	0	0
AT5G62340	0	0	0	0	0	0
AT5G62350	3748	4214	5401	649	788	664
AT5G62360	1906	1437	1578	228	197	260
AT5G62370	10	59	54	62	43	36
AT5G62380	4	19	31	10	7	5
AT5G62390	1038	1773	1944	2294	2005	1530
AT5G62400	0	0	0	0	0	0
AT5G62410	34	87	95	107	85	55
AT5G62420	0	0	0	0	0	0
AT5G62430	108	305	256	331	223	228
AT5G62440	113	359	323	505	492	396
AT5G62460	189	258	270	1015	842	761
AT5G62470	417	582	719	586	486	503
AT5G62480	11	2	22	167	178	178
AT5G62490	0	0	0	0	0	0
AT5G62500	24	58	45	36	27	19
AT5G62510	0	0	0	0	0	0
AT5G62520	31	23	20	143	66	86
AT5G62530	710	1597	1607	489	426	361
AT5G62540	168	364	325	467	356	265
AT5G62550	15	37	13	16	10	22
AT5G62560	314	389	466	2348	2314	1835
AT5G62570	300	451	347	3967	3048	2799
AT5G62573	0	0	0	0	0	0
AT5G62575	57	104	89	58	38	32
AT5G62580	100	207	239	133	51	69
AT5G62600	293	484	457	1374	1069	1057
AT5G62610	365	848	768	1193	1117	808
AT5G62620	131	322	322	808	722	619
AT5G62623	0	0	0	0	0	0
AT5G62627	0	0	0	0	0	0
AT5G62630	545	658	609	5217	4272	3392
AT5G62640	487	662	729	1608	1358	1219
AT5G62650	327	717	681	296	313	234
AT5G62660	0	0	0	0	0	0
AT5G62670	945	2420	3347	42	76	69
AT5G62680	565	1358	960	1128	878	772
AT5G62690	1162	1834	2226	1016	877	772
AT5G62700	662	1435	1831	820	685	578
AT5G62710	41	118	80	54	24	35
AT5G62720	2545	5378	5496	4673	3734	3681
AT5G62730	16	36	56	14	21	12
AT5G62740	683	1031	1030	2549	2257	1725
AT5G62750	0	0	0	0	0	0
AT5G62760	113	255	278	312	232	218
AT5G62770	46	106	127	375	398	245
AT5G62780	0	0	0	0	0	0
AT5G62790	1714	3340	3291	336	428	413
AT5G62800	0	0	0	0	0	0
AT5G62810	1259	2657	2777	956	1004	873
AT5G62820	9	28	34	19	12	18
AT5G62830	0	0	0	0	0	0
AT5G62840	216	568	504	40	38	49
AT5G62848	0	0	0	0	0	0
AT5G62850	7	5	7	3	6	4
AT5G62860	0	0	0	0	0	0
AT5G62865	45	29	59	378	421	327
AT5G62880	116	233	184	142	113	100
AT5G62890	898	1712	1760	360	243	306
AT5G62900	155	213	177	138	101	81
AT5G62910	311	448	381	680	488	457
AT5G62920	154	418	348	61	50	51
AT5G62930	273	472	520	543	468	429
AT5G62940	35	58	25	49	10	15
AT5G62950	91	226	143	309	260	199
AT5G62960	14	41	43	23	21	9
AT5G62970	0	0	0	0	0	0
AT5G62980	113	263	234	29	39	27
AT5G62990	154	378	338	70	77	54
AT5G62998	0	0	0	0	0	0
AT5G63000	104	282	274	178	152	110
AT5G63010	37	36	32	61	49	37
AT5G63020	754	1503	1354	1553	1365	1049
AT5G63030	366	718	661	1375	1358	880
AT5G63040	213	542	538	110	71	97
AT5G63050	335	765	715	604	467	435
AT5G63060	130	235	188	63	56	59
AT5G63063	0	0	0	0	0	0
AT5G63070	0	0	0	0	0	0
AT5G63080	170	317	235	371	289	241
AT5G63085	0	0	0	0	0	0
AT5G63087	0	0	2	0	0	0
AT5G63090	0	0	0	0	0	0
AT5G63100	63	119	134	23	20	30
AT5G63110	273	426	487	841	726	625
AT5G63120	264	462	420	880	678	558
AT5G63130	18	8	17	333	357	334
AT5G63135	35	82	81	150	121	117
AT5G63140	20	52	73	1	1	3
AT5G63145	0	0	0	0	0	0
AT5G63150	96	182	177	489	346	275
AT5G63160	168	300	272	108	55	83
AT5G63170	0	0	0	0	0	0
AT5G63180	1009	2157	3238	100	155	175
AT5G63190	893	1330	1146	1318	1249	888
AT5G63195	7	4	3	4	4	3
AT5G63200	257	435	392	219	250	187
AT5G63220	176	302	263	627	505	447
AT5G63225	2	1	2	0	0	3
AT5G63230	0	0	0	0	0	0
AT5G63240	0	2	0	0	0	0
AT5G63250	0	0	0	0	0	0
AT5G63260	119	290	266	528	447	330
AT5G63270	0	0	0	0	0	0
AT5G63280	110	206	195	218	169	136
AT5G63290	73	167	180	59	50	61
AT5G63300	0	2	2	15	7	5
AT5G63310	1167	2560	2537	630	666	576
AT5G63320	903	1109	1103	1592	1310	1023
AT5G63340	4	1	0	0	2	1
AT5G63350	6	16	22	2	0	5
AT5G63370	786	1570	1517	2017	1479	1406
AT5G63375	0	0	2	1	2	0
AT5G63380	326	591	628	295	290	234
AT5G63390	8	13	5	6	1	7
AT5G63400	847	1993	1873	4302	3446	3002
AT5G63410	438	814	738	416	400	372
AT5G63420	910	2315	2264	274	260	343
AT5G63440	84	146	140	97	97	70
AT5G63450	4	44	43	3	8	0
AT5G63460	130	262	229	269	235	155
AT5G63470	491	687	572	205	295	202
AT5G63480	55	72	65	53	43	33
AT5G63490	195	356	334	1405	1155	950
AT5G63500	18	34	66	0	11	7
AT5G63510	448	1011	1028	834	790	672
AT5G63520	122	198	182	111	108	104
AT5G63530	635	1347	1465	115	114	90
AT5G63540	1	11	2	0	2	2
AT5G63550	98	172	182	448	292	283
AT5G63560	0	0	0	0	0	0
AT5G63570	1810	4104	4003	5583	4942	4125
AT5G63580	9	13	5	5	0	4
AT5G63590	0	2	5	0	0	0
AT5G63595	0	0	0	0	0	0
AT5G63600	0	0	0	0	0	0
AT5G63610	297	372	417	789	722	627
AT5G63620	393	476	481	655	604	528
AT5G63625	24	33	29	10	8	4
AT5G63630	86	232	200	53	32	33
AT5G63640	321	391	447	875	748	667
AT5G63650	13	8	15	30	29	23
AT5G63660	0	0	0	0	0	0
AT5G63670	240	437	422	433	429	321
AT5G63680	363	714	750	5601	4663	3644
AT5G63690	13	38	22	11	14	4
AT5G63700	197	364	306	73	77	58
AT5G63710	373	581	380	432	255	242
AT5G63715	0	0	0	0	0	0
AT5G63720	0	0	0	0	0	0
AT5G63730	0	0	0	0	0	0
AT5G63740	0	0	1	0	0	0
AT5G63750	0	0	0	0	0	0
AT5G63760	173	193	249	365	364	311
AT5G63770	290	505	505	1336	1118	1085
AT5G63780	2119	5171	4933	256	350	298
AT5G63790	719	1221	1315	4324	3341	2790
AT5G63800	4253	4662	4801	870	1290	1120
AT5G63810	2203	1808	2358	327	401	393
AT5G63820	24	24	13	14	9	11
AT5G63830	63	112	78	191	164	109
AT5G63840	1157	2306	2427	3095	2566	2259
AT5G63850	218	437	358	1215	834	744
AT5G63860	1668	3012	3252	2491	2189	1965
AT5G63870	300	613	514	456	395	362
AT5G63880	255	320	316	1730	1261	1092
AT5G63890	612	1427	1372	508	557	433
AT5G63900	0	0	0	0	1	0
AT5G63905	18	18	25	67	93	56
AT5G63910	510	911	881	1432	1439	1225
AT5G63920	15	16	24	8	2	5
AT5G63930	77	200	166	267	206	212
AT5G63940	106	346	352	198	130	185
AT5G63950	79	111	161	189	164	136
AT5G63960	45	138	132	65	65	42
AT5G63970	45	58	42	71	40	33
AT5G63980	744	1507	1628	896	1051	776
AT5G63990	50	85	98	410	355	219
AT5G64000	70	125	111	315	248	221
AT5G64010	32	73	76	99	143	88
AT5G64020	245	468	536	1320	1176	1058
AT5G64030	1000	1959	2442	1872	1472	1402
AT5G64040	15773	22324	24289	2294	4388	3105
AT5G64050	735	1735	1579	1077	958	807
AT5G64060	1	14	0	15	14	3
AT5G64070	1049	1828	1901	3497	2708	2465
AT5G64080	14	58	41	83	92	97
AT5G64090	169	301	311	898	672	622
AT5G64100	0	0	0	72	100	99
AT5G64110	0	0	0	8	15	10
AT5G64120	137	137	159	55511	51570	47398
AT5G64130	669	1493	1433	5628	5514	4622
AT5G64140	299	859	785	1128	993	752
AT5G64150	141	328	358	560	409	321
AT5G64160	100	201	179	376	363	255
AT5G64170	799	1093	1175	1622	1445	1152
AT5G64180	245	396	513	548	522	358
AT5G64190	60	17	12	5	7	7
AT5G64200	443	863	928	1412	1499	1034
AT5G64210	0	0	0	0	0	0
AT5G64220	361	621	675	779	590	607
AT5G64230	47	70	60	154	90	76
AT5G64240	412	898	559	845	625	463
AT5G64250	428	693	679	1091	758	647
AT5G64260	206	167	211	618	425	408
AT5G64270	1386	2569	2469	4126	3774	3362
AT5G64280	649	1278	1449	195	234	166
AT5G64290	2061	4906	4859	1661	1955	1493
AT5G64300	932	2225	2119	1527	1197	1073
AT5G64310	103	126	91	1635	767	936
AT5G64320	58	106	106	58	41	35
AT5G64330	576	738	892	55	84	90
AT5G64340	662	1165	1082	318	249	216
AT5G64350	1130	2193	2122	1515	1341	1133
AT5G64360	223	406	376	544	506	397
AT5G64370	711	1307	1228	1515	1382	1094
AT5G64380	336	363	432	18	53	44
AT5G64390	413	742	722	788	759	673
AT5G64395	0	0	0	0	0	0
AT5G64400	1711	4480	4884	8326	9091	6477
AT5G64401	0	0	0	0	0	0
AT5G64410	550	757	646	683	719	715
AT5G64420	379	886	1010	842	687	633
AT5G64430	526	717	753	1186	1032	908
AT5G64440	405	724	675	1385	1091	1025
AT5G64450	1	11	16	18	19	16
AT5G64460	677	1375	1275	96	110	121
AT5G64470	136	248	219	146	128	84
AT5G64480	225	434	451	200	157	167
AT5G64490	31	38	33	73	60	32
AT5G64500	761	1332	1124	1882	1541	1333
AT5G64505	0	0	0	0	0	0
AT5G64510	85	458	372	540	508	337
AT5G64520	62	82	80	85	64	52
AT5G64530	27	29	30	751	643	347
AT5G64540	0	0	0	12	5	2
AT5G64550	223	862	1085	364	361	329
AT5G64560	237	358	363	203	143	131
AT5G64570	209	361	331	232	149	198
AT5G64572	34	45	39	76	68	51
AT5G64580	839	1774	1701	362	346	342
AT5G64590	0	1	0	0	0	1
AT5G64600	120	201	201	579	429	458
AT5G64610	208	415	374	469	469	343
AT5G64620	291	556	562	111	146	122
AT5G64630	13	46	61	22	9	14
AT5G64640	118	226	283	272	217	257
AT5G64650	88	213	207	286	271	218
AT5G64660	54	70	81	1321	1100	1003
AT5G64667	1	1	3	35	22	13
AT5G64670	245	635	685	475	364	263
AT5G64680	87	178	139	216	205	140
AT5G64687	7	6	1	3	4	5
AT5G64690	0	4	0	2	0	2
AT5G64700	3	7	17	60	23	22
AT5G64710	10	27	19	24	26	26
AT5G64720	0	1	0	0	0	0
AT5G64730	90	207	207	330	324	195
AT5G64735	0	0	0	0	0	0
AT5G64740	2844	4635	5898	4559	3462	3381
AT5G64750	109	76	73	2119	1572	1965
AT5G64760	111	352	269	910	659	581
AT5G64770	1664	1858	2417	233	280	302
AT5G64780	70	107	90	113	149	76
AT5G64790	1	1	1	25	24	17
AT5G64800	21	24	25	20	40	33
AT5G64810	43	64	62	997	997	540
AT5G64813	408	586	624	1545	1179	1059
AT5G64816	147	317	255	225	163	162
AT5G64820	0	0	0	0	0	0
AT5G64830	170	311	280	208	181	149
AT5G64840	2901	2981	2544	2807	2669	2310
AT5G64850	153	92	145	110	82	52
AT5G64855	0	0	0	3	0	6
AT5G64860	1224	1957	2296	126	154	146
AT5G64870	17	19	22	161	108	75
AT5G64880	158	223	239	367	318	229
AT5G64890	0	2	0	112	86	65
AT5G64900	13	12	7	4	6	4
AT5G64905	1	2	4	569	413	420
AT5G64910	3	0	2	8	8	5
AT5G64920	324	541	492	589	554	414
AT5G64930	121	265	204	649	522	398
AT5G64940	2378	4052	3283	1246	1298	1174
AT5G64950	10	19	26	28	14	9
AT5G64960	693	1304	1362	1287	1053	873
AT5G64970	27	114	113	37	26	34
AT5G64980	20	71	44	30	39	23
AT5G64990	5	4	7	46	35	15
AT5G65000	116	277	223	313	258	207
AT5G65005	0	0	0	0	0	0
AT5G65010	1270	2694	2383	769	482	454
AT5G65015	0	0	0	0	0	0
AT5G65020	136	257	473	58	56	31
AT5G65030	1	6	3	1	0	0
AT5G65040	3	8	2	0	0	2
AT5G65050	296	591	555	451	448	290
AT5G65060	114	228	162	246	152	151
AT5G65070	15	26	14	12	10	2
AT5G65080	15	109	93	9	30	12
AT5G65090	11	22	9	47	59	50
AT5G65100	0	0	0	0	0	0
AT5G65110	672	1199	1095	2054	1843	1589
AT5G65120	28	63	60	124	78	78
AT5G65130	0	3	4	326	330	204
AT5G65140	30	142	67	292	152	148
AT5G65158	0	0	0	0	0	0
AT5G65160	3	8	11	27	21	13
AT5G65165	1	0	0	0	0	0
AT5G65170	4	28	11	15	8	14
AT5G65180	100	193	186	270	170	170
AT5G65200	67	124	135	503	546	409
AT5G65205	61	144	184	39	53	22
AT5G65207	25	32	42	19	21	11
AT5G65210	197	337	234	599	493	452
AT5G65220	3119	5644	5247	522	774	613
AT5G65225	0	0	0	1	0	1
AT5G65230	2	1	2	4	5	7
AT5G65240	116	187	160	597	451	397
AT5G65250	289	597	513	419	448	324
AT5G65260	486	883	810	757	743	587
AT5G65270	316	658	577	2040	1662	1370
AT5G65274	0	0	0	0	0	0
AT5G65280	13	34	30	41	32	15
AT5G65290	152	305	275	684	585	452
AT5G65300	31	23	22	279	202	164
AT5G65305	0	0	0	0	0	0
AT5G65310	1065	1813	1928	273	272	280
AT5G65320	1	0	2	0	0	2
AT5G65330	0	0	0	0	0	0
AT5G65340	0	0	0	0	0	0
AT5G65350	0	5	10	6	12	4
AT5G65360	172	352	330	282	280	236
AT5G65370	0	0	0	0	0	0
AT5G65380	252	452	478	97	120	101
AT5G65390	24	26	22	2	2	0
AT5G65400	66	114	98	58	47	36
AT5G65410	30	53	68	3	1	4
AT5G65420	8	13	4	5	1	0
AT5G65430	1009	1793	1637	2041	1893	1447
AT5G65440	455	874	921	609	471	336
AT5G65445	0	0	0	0	0	0
AT5G65450	83	178	165	234	161	177
AT5G65460	240	371	424	199	157	120
AT5G65470	173	308	344	119	64	76
AT5G65480	1026	1446	1402	1074	977	786
AT5G65490	209	376	429	346	288	268
AT5G65495	65	76	95	209	196	130
AT5G65500	0	0	4	10	24	3
AT5G65510	0	4	0	1	0	0
AT5G65520	48	97	91	135	150	95
AT5G65530	6	7	0	5	0	7
AT5G65535	0	0	0	0	0	0
AT5G65540	100	166	186	221	195	193
AT5G65550	0	0	3	0	0	0
AT5G65560	87	177	164	252	144	142
AT5G65570	54	97	120	52	24	33
AT5G65575	112	189	158	341	270	214
AT5G65580	0	2	2	3	4	1
AT5G65590	19	54	59	45	39	41
AT5G65600	9	1	2	205	212	203
AT5G65609	4	4	10	11	19	9
AT5G65610	5	14	10	27	21	11
AT5G65613	111	217	168	20	33	20
AT5G65615	0	0	0	0	0	0
AT5G65620	2995	5887	5669	3791	3193	2824
AT5G65630	1229	3584	4330	2681	2093	1582
AT5G65640	33	60	42	5	5	20
AT5G65650	95	254	286	357	305	235
AT5G65660	158	236	170	888	620	441
AT5G65670	2032	3488	3779	3286	2556	2008
AT5G65683	355	596	753	475	528	448
AT5G65685	293	569	485	316	222	240
AT5G65687	91	153	125	191	134	164
AT5G65690	2	0	0	0	0	0
AT5G65700	693	1369	1719	234	215	192
AT5G65710	68	141	107	73	38	49
AT5G65720	799	1410	1372	2363	1980	1534
AT5G65730	491	678	853	18	83	48
AT5G65740	60	141	104	24	17	22
AT5G65750	444	993	1008	616	587	528
AT5G65760	278	474	513	124	139	82
AT5G65770	0	0	0	0	0	0
AT5G65780	429	870	842	489	528	387
AT5G65790	0	0	0	0	0	0
AT5G65800	5	5	3	7	1	0
AT5G65810	221	358	447	294	214	202
AT5G65820	35	67	89	19	17	11
AT5G65830	38	93	86	46	20	34
AT5G65840	740	1362	1435	272	458	318
AT5G65850	14	27	19	20	23	18
AT5G65860	65	180	211	181	158	111
AT5G65870	94	203	197	188	156	143
AT5G65880	31	106	85	69	80	39
AT5G65890	93	150	210	118	99	75
AT5G65900	236	496	520	504	417	387
AT5G65910	598	699	764	1478	1189	1023
AT5G65920	59	160	180	271	226	197
AT5G65925	103	98	165	160	175	169
AT5G65930	348	660	626	711	463	479
AT5G65940	461	883	748	310	274	218
AT5G65950	796	1462	1562	2206	1966	1691
AT5G65960	520	904	830	1189	1074	883
AT5G65970	44	63	33	42	21	15
AT5G65980	0	0	0	0	0	0
AT5G65990	406	842	1109	225	288	194
AT5G66000	29	60	61	33	32	36
AT5G66005	75	176	153	27	21	22
AT5G66010	184	386	380	749	726	526
AT5G66020	0	3	1	10	1	6
AT5G66030	746	1381	1355	1956	1589	1307
AT5G66040	1286	2195	2775	1116	1183	974
AT5G66045	0	0	0	0	0	0
AT5G66050	304	456	456	742	674	580
AT5G66052	330	614	530	321	261	214
AT5G66053	1	0	0	0	0	0
AT5G66055	827	1712	1787	658	801	552
AT5G66060	261	587	576	993	958	748
AT5G66070	161	244	203	3022	2672	2243
AT5G66080	25	54	95	15	21	17
AT5G66090	445	770	799	165	235	172
AT5G66100	199	355	325	713	560	478
AT5G66110	3	2	1	0	1	1
AT5G66120	1127	2333	2402	6068	5429	4651
AT5G66130	39	73	66	28	24	43
AT5G66140	379	784	723	1120	1234	825
AT5G66150	0	3	4	3	4	0
AT5G66160	234	460	397	559	474	373
AT5G66170	21	23	19	23	26	31
AT5G66180	114	156	121	153	134	91
AT5G66190	13312	28896	28168	3334	4845	3892
AT5G66200	708	1102	1551	1856	2036	1663
AT5G66210	361	591	576	1676	1377	1132
AT5G66220	0	0	0	0	0	0
AT5G66230	4	21	22	9	3	5
AT5G66240	444	896	849	724	654	526
AT5G66250	288	411	408	780	810	564
AT5G66260	0	0	0	1	0	0
